comment,category,tag,keywords
探さなかったクーポン利用予定だった商品をレジで声掛けしていただき、持ってきていただきました ありがとうございました 。,サービス・設備,割引サービス,"['クーポン', '利用予定', '商品', 'レジ', '声掛け', '持ってくる', 'ありがとう']"
冷凍食品用のドライアイスが欲しい ドンペンのUFOキャッチャーがぜんぜん取れない 。,商品,デイリーグッズ,"['冷凍食品', 'ドライアイス', 'ドンペン', 'UFOキャッチャー']"
夏場の便座の温度はもっと下げて欲しい 。,サービス・設備,ハンディキャップ対応,"['便座', '温度', '夏場']"
間違えの多い人でした レジを打っている時に間違えを１つ見つけましたが、帰ってきてから家で見直したら、もう一つ、2個しか買ってないものが3個に打たれてました 忙しかったので、そのままにしてしまいましたが、せっかく安いものを買ったのに残念です 。,サービス・設備,接客態度,"['間違え', 'レジ', '買った', '安いもの']"
忙しいか、コロナウイルスか余り、声かけは有りません お客さまの籠から袋が落ちて、レジの補佐の人がその袋を誤って踏みそのままお客さまの籠に返してました 商品を取り変えた方が良かったのではないかな。,サービス・設備,接客態度,"['忙しい', 'コロナウイルス', '声かけ', '袋', 'レジ', '補佐', '踏む', '籠', '商品', '取り変える']"
食料品、特に冷凍食品を増やしてほしい。,商品,デイリー,"['食料品', '冷凍食品']"
お客が従業員の近くを通っても、またお客の姿を見ても、「いらっしゃいませ」の言葉が無かった 接客用語が出来きていなかった 。,サービス・設備,接客態度,"['いらっしゃいませ', '接客用語']"
Sさんの対応が丁寧でとても良かったです。,サービス・設備,接客態度,"['Sさん', '対応', '丁寧', '良かった']"
お菓子の驚安のものが以前より凄く少なくなった気がします 。,商品,菓子・珍味,"['驚安', '少ない']"
アイスクリームをかったので、ドライアイスを、聞いて頂き、解けずに持ち帰ることが出来、助かりましたありがとございます 　ちんすこう見つけてラッキー。,商品,デイリー,"['アイスクリーム', 'ドライアイス', 'ちんすこう']"
レジの手際が良くスムーズに会計処理が終わった。,サービス・設備,レジ処理の速度,"['手際', 'スムーズ', '会計処理']"
レジ担当の方が、すごくいい方だった 。,サービス・設備,接客態度,"['レジ担当', 'いい方']"
銀座店のサッカー台にゴミ箱を設置してほしいです よろしくお願いします 。,サービス・設備,店内レイアウト,"['銀座店', 'サッカー台', 'ゴミ箱', '設置']"
いつもらっきょうの甘酢漬けが品切れしてるので、たくさん入れて欲しい 。,商品,デリカ,"['らっきょう', '甘酢漬け', '品切れ']"
駐車場の入り口の警備員さんの対応が悪く、非常に気分が悪かった。改善してほしい。,サービス・設備,駐車場,"['警備員', '対応', '改善']"
野菜を多く仕入れてください 。,商品,ベジタブル・フルーツ,"['野菜', '仕入れ']"
箸を着けるか聞いてくれた。,サービス・設備,接客態度,['箸']
問い合わせに対して、その商品はまだ入荷していないとのことでしたが、以前あったから聞いてみたのに入荷指定なしていないの意味がわからなかった 笑顔も見うけられない 無愛想だった 。,サービス・設備,接客態度,"['入荷', '入荷指定', '意味', '笑顔', '無愛想']"
箸を着けるか聞いて欲しい。必要だったのに入っていなかった,サービス・設備,店内の清潔度,"['箸', '着ける', '入っていなかった']"
食品もっと安くして。,商品,デイリー,"['食品', '安く']"
ペットボトル飲料が高い。,商品,デイリー,"['ペットボトル', '飲料', '高い']"
女性の店員さんのレジの対応がとても良いです 。,サービス・設備,接客態度,"['女性', '店員', 'レジ', '対応', '良い']"
majica払いを丁寧に教えてくれスムーズに会計ができました 期日が迫っているポイントもありそれから利用してと教えていただきポイントも捨てずに済みました ちなみにキャンペーンの300ポイントでした 。,サービス・設備,レジ処理の速度,"['majica払い', '会計', 'ポイント', 'キャンペーン']"
通路に品物がいっぱい通れない。,サービス・設備,商品陳列,"['通路', '品物', '通れない']"
入口付近が、狭い よく、エスカレーターが、停まってる改善を！。,サービス・設備,店内レイアウト,"['入口', '狭い', 'エスカレーター', '停まってる', '改善']"
みなさん丁寧に対応してくれました 。,サービス・設備,接客態度,"['丁寧', '対応']"
お名前は覚えておりませんが、新人さんマークが付いた方でしたが、対応が良くスムーズでした 。,サービス・設備,接客態度,"['新人', '対応', 'スムーズ']"
レジに行列ができていた中、会計レジのトラブル？でレジに入っていた店の人がいなかった でもちょっとしたら他のレジが開き始めたからよかった。,サービス・設備,レジ処理の速度,"['行列', 'トラブル', '店の人', '開き始めた']"
気持ちの良い対応でした。,サービス・設備,接客態度,"['気持ちの良い', '対応']"
カートに会計済のかごをのせてくださいました 重いかごだったのでたすかりました 。,サービス・設備,レジ処理の速度,"['カート', '会計済', 'かご', '重い']"
レジの若い店員さんが優しそうだった 日替わり商品がすごく安いので毎日行っています 。,サービス・設備,商品価格,"['レジ', '店員', '優しい']"
Kさんという従業員の方が、重い箱のドリンクを運んでくれました いつも親切にしてくださる方で、助かります ありがとうございました 。,サービス・設備,接客態度,"['Kさん', '従業員', '重い箱', 'ドリンク', '親切', '助かります', 'ありがとうございました']"
袋詰する台まで遠いし狭い 。,サービス・設備,店内レイアウト,"['袋詰', '台', '遠い', '狭い']"
任天堂Switchのソフトを購入した 後で確認したら同じビル内のゲーム機販売店の方が千円安かったのでガッカリした 。,商品,ホームエレクトロニクス,"['任天堂Switch', 'ソフト', '購入', 'ビル内', 'ゲーム機販売店', '千円安', 'ガッカリ']"
今日も、身障者用の駐車スペースに健常者の車が堂々と、駐車されていた まだこんな事してまで近くに駐車したがる人がいるようだ なんらかの対策して欲しい とても気になる 。,サービス・設備,ハンディキャップ対応,"['身障者用駐車スペース', '健常者の車', '対策']"
Vさんの対応が良かった いつも、明るく元気 。,サービス・設備,接客態度,"['対応', '良い', '明るい', '元気']"
買い物カゴに焼き鳥のタレ？みたいな汚れが少しついていました しっかりと拭き取り消毒していただきたいです 。,サービス・設備,店内の清潔度,"['焼き鳥のタレ', '汚れ', '拭き取り', '消毒']"
レジの方が笑顔で対応されてました！。,サービス・設備,接客態度,"['笑顔', '対応']"
他店舗で実施しているアプリ会員限定でレジ袋をもらえるサービスをいろいろな店舗でも実施してくれるとありがたいです 。,サービス・設備,商品知識,"['アプリ会員限定', 'レジ袋', 'サービス']"
レジの対応が良かったです。,サービス・設備,接客態度,"['レジ', '対応', '良かった']"
始まったばかりだったかもしれませんが、ビールの箱に貼るシールが無いとか、隣のレジに聞いてましたよ。,商品,商品在庫,"['ビール', '箱', 'シール', '無い']"
研修中の若い女性の対応が見ていてとても気持ちよく感心します（名前を覚えてなくて申し訳ありません）従業員の皆さん達はいつも親切ですが特に感じます　好きな店舗です。,サービス・設備,接客態度,"['研修中', '若い女性', '対応', '気持ちよい', '感心', '親切', '好きな店舗']"
高松店に有名なブランド品を増やして欲しい 。,商品,ブランドファッション,"['高松店', '有名なブランド品']"
丁寧な対応でした 。,サービス・設備,接客態度,['丁寧な対応']
洗剤類をもう少し安くしてほしい。,商品,デイリー,"['洗剤', '安く']"
マイナーでもお米で単一米が安いと嬉しい。,商品,デイリー,"['お米', '単一米', '安い']"
5.6コ入の菓子パンが魅力的なものが全くない事が多い。,商品,デイリー,"['菓子パン', '魅力的']"
陳列しているおじいさんの店員が一生懸命頑張っていて、愛想もよくて優しかった！若い人の方が愛想も悪くて見習って欲しいと思った。,サービス・設備,接客態度,"['おじいさん', '店員', '頑張っている', '愛想', '優しい', '若い人']"
食品を安くしてほしい！。,商品,フード＆ドリンク,"['食品', '安く']"
毎回対応が丁寧だから感じがいいので利用しやすい。,サービス・設備,接客態度,"['対応', '丁寧', '感じがいい', '利用しやすい']"
レジの場所が分かりづらい。,サービス・設備,店内レイアウト,"['レジ', '場所', '分かりづらい']"
子供服をもっと増やして欲しいです 。,商品,ファッション＆カバン,"['子供服', '増やす']"
レジの待ち時間がいつも長い!是非改善願います 。,サービス・設備,レジ処理の速度,"['レジ', '待ち時間', '改善']"
ちいかわの商品食品を販売して欲しいです。,商品,デイリー,"['ちいかわ', '商品', '食品', '販売']"
あの店員がいるうちは何度かいこうと思う,サービス・設備,接客態度,['店員']
お肉安くして欲しい 。,商品,フレッシュミート,"['お肉', '安く']"
いつもレジの対応が早くて嬉しいです 。,サービス・設備,レジ処理の速度,"['レジ', '対応', '早い']"
ドリンクの種類を増やして欲しいです！。,商品,フード＆ドリンク,"['ドリンク', '種類', '増やす']"
発泡酒が？他店より、高い。,商品,フード＆ドリンク,"['発泡酒', '他店', '高い']"
みかんの缶詰が　ずっとありません。,商品,商品在庫,"['みかん', '缶詰']"
麦茶が安くて良かった。,商品,デイリー,"['麦茶', '安い']"
最近レジが混まないからありがたい 。,サービス・設備,レジ処理の速度,"['レジ', '混まない', 'ありがたい']"
駐輪場の放置自転車を片付けて 麒麟の酎ハイグレープ味、500mlも販売して 酎ハイを冷やして 今日は店員さんの挨拶が多くて気持ちよかったです 。,サービス・設備,サイクル,"['駐輪場', '放置自転車', '片付け']"
店員さん若いのに活気がないね。,サービス・設備,接客態度,"['店員さん', '若い', '活気']"
クーポンの品物が切らして無かった。,商品,欠品,"['クーポン', '切らして', '無かった']"
今日の食品売り場は補充用商品の箱があちこちに乱雑に置かれていました ほぼ商品棚の隅に重ねて置いてありましたが綺麗に置かれてないのでカートの車輪が引かかって歩き辛かったです レジは、スムーズにお会計出来ました ありがとうございました 。,商品,商品陳列,"['補充用商品', '箱', '乱雑', '置かれていない', 'カート', '車輪', '歩き辛い']"
購入した商品を詰める場所が狭い為、利用づらいです、利用づらいと購入もひかえめになるので是非改善お願いします 。,サービス・設備,商品陳列,"['詰める場所', '狭い', '利用づらい', '改善']"
店員さんの対応がよかった。,サービス・設備,接客態度,[]
箱じゃないガリガリ君を置いてほしい 。,商品,デイリーグッズ,['ガリガリ君']
従業員のレジ担当の田村さんの対応が良かったです 次の買い物の時も田村さんのレジにならびたいと思っています 。,サービス・設備,接客態度,"['従業員', 'レジ担当', '田村さん', '対応', '良かった', '次の買い物']"
レジスタッフさんは、どの方も、笑顔で、嫌な気分になったことがないです 。,サービス・設備,接客態度,"['レジスタッフ', '笑顔', '嫌な気分']"
ＱＵＩＣpayで支払いで10%OＦＦにするならば、majicaにチャージして支払いをした場合でも、5パーセント〜10%程度OＦＦにしていただけるとありがたいです どんなものでしょうか？。,サービス・設備,商品知識,"['ＱＵＩＣpay', '支払い', '10%OFF', 'majica', 'チャージ']"
セルフレジを導入していただきたい 。,サービス・設備,レジ処理の速度,"['セルフレジ', '導入']"
酒類の台車ので位置が気になる。,サービス・設備,ベジタブル・フルーツ,"['酒類', '台車', '位置', '気になる']"
デニッシュ食パンが好きなので、置いてもらえると嬉しいです 。,商品,デイリー,"['デニッシュ食パン', '好き', '置いてもらえる', '嬉しい']"
特売品以外の商品も出来る限り安くして欲しい。,商品,商品知識,"['特売品', '安く']"
トイレの便器を新しく改修して欲しいです 。,サービス・設備,トイレ設備,"['トイレ', '便器', '改修']"
ビールを安く‼️。,商品,フード＆ドリンク,"['ビール', '安く']"
見た目で敬遠していましたが、時々通ううちに考えが改まりました これからも宜しくお願い致します 。,サービス・設備,接客態度,"['改まる', '宜しくお願い致します']"
駐輪場と歩道にポン酢の割れた瓶が散乱してて危ない状態だった。,サービス・設備,安全対策,"['駐輪場', '歩道', 'ポン酢', '割れた瓶', '散乱', '危ない']"
今日は欠品が多過ぎる クーポンが発行出来ても､商品が欠品していて購入できなかったドン・キホーテ多摩瑞穂店。,サービス・設備,欠品,"['欠品', 'クーポン', '購入']"
クーポンの検索をしやすくして欲しいm(_ _)m。,サービス・設備,割引サービス,"['クーポン', '検索']"
キャンペーンに当たった事がありません❗。,サービス・設備,商品知識,"['キャンペーン', '当たったことない']"
いつも利用させていただいてます 品揃えが豊富で安くとても助かっております ありがとうございます 一つだけお願いするとしたら、韓国系のカップラーメンが食べたくて、高田馬場周辺で売っているところで思い浮かぶのはドンキだけだったので買いにいきましたが、韓国系の商品があまり陳列されたなくて少し残念でした 東府中のドンキに行った時、韓国系のコーナーがあったりしてました 今、YouTubeなどでモッパン動画が流行っているので、ぜひ高田馬場のドンキ様にも韓国系の商品を取り扱っていただきたいと願ってます 。,商品,商品陳列,"['韓国系', 'カップラーメン', '高田馬場', 'ドンキ']"
以前あったドンキホーテオリジナルブランド冷凍食品のベリーミックスとパスタのにんにくペペロンチーノが最近見当たらないので、再度入荷してほしいです 。,商品,デイリー,"['ドンキホーテ', 'オリジナルブランド', '冷凍食品', 'ベリーミックス', 'パスタ', 'にんにくペペロンチーノ', '入荷']"
インスタントラーメンを安くしてほしい。,商品,デイリー,"['インスタントラーメン', '安く']"
アイスを持ってるのにレジに長く並ぶから溶けてしまうすごくそれが嫌。セルフレジはないのでしょうか,サービス・設備,レジ処理の速度,"['アイス', 'レジ', '溶ける']"
今日の買い物でレジ打ちのミスがあり(クイン)電話での対応は普通だったが0570-059-601に電話して音声入力2を押しても上手く作動されず何度も無駄に電話させられストレスを感じた 忙しいのは分かるが初歩的な電話の繋げ方や単純なレジ打ちの間違えでも信用出来ず、その都度、買い上げた品をその場でレシート確認をするのはストレスがあり困る 。,サービス・設備,接客態度,"['レジ打ち', 'ミス', '電話対応', '音声入力', 'ストレス']"
レジの方対応が良かった。,サービス・設備,接客態度,"['レジ', '対応', '良かった']"
majicaクーポンの商品持って行ったつもりが違った商品だったようでレジの人がその商品持ってくるように店員に連絡したところその店員も間違った商品持ってきて結果クーポンの商品はなかったそれってまぎらわしいと思いませんか？もっとわかりやすくして欲しいです。,サービス・設備,レジ処理の速度,"['majica', 'クーポン', '商品', '間違った', 'まぎらわしい', 'わかりやすく']"
女性のSZさんの対応迅速、丁寧で良かったです！。,サービス・設備,接客態度,"['女性', 'SZさん', '対応', '迅速', '丁寧', '良かった']"
冷凍食品の惣菜を増やして欲しい。,商品,デイリー,"['冷凍食品', '惣菜']"
夕方レジがめっちゃ混んでた 。,サービス・設備,レジ処理の速度,"['夕方', 'レジ', '混んでた']"
今日は　昼時に行ったからかな　レジが少し混んでいた　もう１列位開いてると良かったなと思った　でも余り時間は掛からなかった。,サービス・設備,レジ処理の速度,"['レジ', '混んでいた', '開いてる', '時間']"
さすがに、夜は、20時ですが、主婦の見方のもやしは、なくなってました 。,商品,デイリー,"['夜', '20時', '主婦', 'もやし', 'なくなってました']"
レジ待ち改善。,サービス・設備,レジ処理の速度,"['レジ待ち', '改善']"
男性の対応が悪かった。もういかない。,サービス・設備,接客態度,"['男性', '対応', '悪い']"
最初に並んでたレジで前のお客さんがちょっと時間かかりそうでした すぐに従業員の加藤さんが笑顔でこちらにどうぞとレジを開けてくれました ずっと笑顔で対応も良かったです 。,サービス・設備,接客態度,"['レジ', 'お客さん', '時間', '従業員', '加藤さん', '笑顔', '対応']"
北海道フェアみたいな感じで北の産地の物を売ってるのは魅力的だなと思いました 。,商品,デイリー,"['北海道フェア', '北の産地']"
従業員のカートや品出しの為のダンボールを毎日避けならが買い物をしています 「すみません」と一度も言われた事はありません もう、態度が悪くて当たり前だと思うようになりました 。,サービス・設備,接客態度,"['従業員', 'カート', '品出し', 'ダンボール', '買い物', '態度']"
冷えている飲み物の種類を増やして欲しい。,商品,デイリー,"['冷えている', '飲み物', '種類', '増やす']"
トイレットペーパーを安くして欲しいです 。,商品,デイリー,"['トイレットペーパー', '安く']"
バーゲンブックが良かった すみっコぐらしがあまりなかった 。,商品,トイ＆バラエティ,"['バーゲンブック', 'すみっコぐらし']"
昼に久々に行き空いていたのでゆっくり見れるかと思ったが品出しが多く通路通りたくても通れない スタッフ話ながらしている。,サービス・設備,商品陳列,"['品出し', '通路', 'スタッフ']"
レジのKさん？の対応と雰囲気がすごく良いです 。,サービス・設備,接客態度,"['Kさん', '対応', '雰囲気', '良い']"
韓国の冷凍食品があるのが嬉しい。,商品,デイリー,"['韓国', '冷凍食品']"
ベテランらしき人はいつも対応がよい。,サービス・設備,接客態度,"['ベテラン', '対応']"
レジがいつも混んでいて萎える 。,サービス・設備,レジ処理の速度,"['レジ', '混んでいる', '萎える']"
惣菜がいつも一緒。,商品,デリカ,['惣菜']
本日のレジKDさん、いらっしゃいませの挨拶も無しです、商品の取り扱いも非常に雑でした お伝え下さいませ 。,サービス・設備,接客態度,"['レジ', '挨拶', '取り扱い', '雑']"
最近ドンキ行ってなかったけと、やっぱり安くていいな～と思った。,商品,商品価格,"['ドンキ', '安い']"
野菜の種類を増やして欲しいです！。,商品,ベジタブル・フルーツ,"['野菜', '種類', '増やす']"
レジ担当者を増員願います 。,サービス・設備,レジ処理の速度,"['レジ担当者', '増員']"
レジ担当の方は対応がとても良かったです その他の従業員の方は相変わらず、お客を見ず目の前の自分の仕事しか見ていない印象です ”本日の特売“が増えた様に見えたのは良かったです 。,サービス・設備,接客態度,"['レジ担当', '対応', '従業員', 'お客', '特売']"
食品コーナーの品揃えが酷すぎる。,商品,デイリー,"['食品', '品揃え']"
レジはいつも対応が良い。,サービス・設備,レジ処理の速度,"['対応', '良い']"
ビオレのハンドソープが安くて助かります 。,商品,ホームグッズ,"['ビオレ', 'ハンドソープ', '安い']"
マルタイの長崎チャンポンをおいて下さい。,商品,デイリー,"['マルタイ', '長崎チャンポン']"
クジが当たらない ポイント還元が少なすぎる 頻繁に値上げしている 。,サービス・設備,商品知識,"['クジ', '当たらない', 'ポイント還元', '少なすぎる', '値上げ']"
現金払いが当たり前だったので、電子マネーとかpay払いはまだなれてないのでいろんなことがわからないことばかりです わからないとレジで戸惑って時間がかかり周りに迷惑をかけてしまいます 。,サービス・設備,レジ処理の速度,"['現金払い', '電子マネー', 'pay払い', 'レジ', '戸惑って', '時間がかかる', '周りに迷惑']"
面白五本指ソックスを仕入れてください 沢山買いますから秋冬アイテムをしいれてください フジパンのちくわパンがないので仕入れてください 。,商品,ファッション＆カバン,"['五本指ソックス', '秋冬アイテム']"
レジはそこまでお客さんに気を使わなくていいと思います 買い物しやすければそれで大丈夫です 。,サービス・設備,レジ処理の速度,"['レジ', 'お客さん', '買い物']"
店員さんはとても親切に対応して下さいました 。,サービス・設備,接客態度,"['親切', '対応']"
小カートに合わせてある影響か通常通路は大丈夫だが、陳列通路に入ると大カートが通れない通路が多い為に遠回りすることが多い 商品が多いのは見て回るのは楽しいし便利ではあるのだが、通路確保をお願いしたいです。,サービス・設備,商品陳列,"['通路確保', '小カート', '大カート']"
クーポン商品が見つからず、店員さんに訊ねたら快く案内してくれた いつも有り難うございます 。,サービス・設備,接客態度,"['クーポン', '商品', '見つからず', '店員さん', '訊ねた', '快く', '案内']"
きき湯を安くしてほしい。,サービス・設備,ホームグッズ,"['きき湯', '安く']"
清潔さ。,サービス・設備,店内の清潔度,['清潔さ']
レジご１台しか作動してなくかなり待たされた。,サービス・設備,レジ処理の速度,"['レジ', '待たされた']"
モルティーザースというチョコレートを取り扱って欲しいです 。,商品,デイリーグッズ,"['モルティーザース', 'チョコレート']"
レジの対応が親切で良かったです お刺身の切り身の品数増えたら嬉しいです 。,サービス・設備,レジ処理の速度,"['親切', 'お刺身', '切り身', '品数', '増える']"
電化製品あたりにいた年配の女性店員さんが店内の案内についてとても親切にしてくださいました 。,サービス・設備,接客態度,"['年配', '女性店員', '親切']"
こんでますネー。,サービス・設備,店内の清潔度,['混雑']
季節外れでもいちご置いて欲しいです 子供への手作り誕生日ケーキにいちごがあると嬉しいです 。,商品,デイリー,"['いちご', '手作り誕生日ケーキ', '子供']"
トイレが汚い。長居ができん,サービス・設備,店内の清潔度,"['トイレ', '汚い', '長居']"
食品季節入れ替えの為冷たいうどんのタレが無く探してたが陳列している人に聞いてもわからない?と答えてくれなかった 。,商品,デイリー,"['食品', '季節入れ替え', '冷たいうどん', 'タレ', '陳列']"
忙しい中、手際良くしていただきました 欲しいものも買えて良かったです 。,サービス・設備,接客態度,"['手際良く', '欲しいもの', '買えて良かった']"
カートの使用を推奨する割には通路が狭すぎる 踏み台で通せんぼされるとイラッとする 。,サービス・設備,店内レイアウト,"['カート', '通路', '狭い', '踏み台']"
店員さんとすれ違っても、誰からもいらっしゃいませのあいさつがなかった 。,サービス・設備,接客態度,"['店員', 'すれ違う', 'いらっしゃいませ']"
レジめっちゃ丁寧でよかったわ,サービス・設備,レジ処理の速度,['丁寧']
この日、迷子の子がいて、従業員の方に話したら、迷子の子の手を繋いで、その子の家族を探してくださってました 迷子の子は、嬉しそうに探しに行った姿を見て、私は安心しましたm(_ _)m。,サービス・設備,安全対策,"['迷子', '従業員', '探し', '安心']"
頑張って下さい。,サービス・設備,接客態度,['頑張って']
小岩井の生乳100％ヨーグルトを安くしてくださって嬉しいです これからも買い続けるのでお値段据え置きでお願いします！！！。,商品,デイリー,"['小岩井', '生乳100％ヨーグルト', '安く', '買い続ける', 'お値段', 'お願い']"
レジの行列で通路を塞いでいる場合が多くあり通路が通り難い様に思います(岸和田店) レジ場所移動やレジ配置換えなど何か解決策や方法を考えて通路を通り易くして頂きたく思います(隣接している長崎屋も同じ様な感じ) 。,サービス・設備,店内レイアウト,"['レジ', '通路', '通り難い', '解決策', '方法']"
クーポンなどもたついていた。,サービス・設備,割引サービス,['クーポン']
カツカレーライスを、購入したのだけど、フォークと割り箸しか無くて、残念ですスプーンも有ると嬉しかったです 。,サービス・設備,商品在庫,"['カツカレーライス', 'フォーク', '割り箸', 'スプーン']"
野菜と牛肉と豚肉の販売もしてほしいです 。,商品,デイリー,"['野菜', '牛肉', '豚肉']"
マスクの種類はもうちょい増やしてくれへんかな？,商品,ホームグッズ,"['マスク', '種類', '増やす']"
れじの人の対応よかったです 品出ししている人は、少し通りづらく、仕事に夢中なのか、こっちがよけてる感じで、気付いてほしかったです 。,サービス・設備,接客態度,"['れじの人', '対応', '品出し', '通りづらい', '仕事に夢中', '気付いてほしい']"
レジのSさんめっちゃ対応ええ。,サービス・設備,接客態度,"['レジ', 'Sさん', '対応']"
レジでのお会計の際、台が濡れていたがそのまま作業されたのが不快でした 今はその都度消毒するお店もあるくらいなので、消毒とまではいかなくてもきれいな状態でやっていただきたいです 。,サービス・設備,店内の清潔度,"['レジ', 'お会計', '台', '濡れ', '不快', '消毒', 'きれい']"
駐車場の進行方向を守って停めてるのに、逆走する車が多く不愉快な思いをよくする 。,サービス・設備,駐車場,"['進行方向', '逆走', '車', '不愉快']"
きれいになりすぎていてまだなれない 次行くときが楽しみである！。,サービス・設備,店内の清潔度,"['きれい', 'なれない', '楽しみ']"
スマホの使い方があまり得意じゃない私に　スマホを使ってクーポンを得る時など、スタッフさん優しく教えて下さいました ありがとうございました 　。,サービス・設備,接客態度,"['スマホ', '使い方', 'クーポン', 'スタッフ', '教えて']"
炭酸水を安くしてほしい。,商品,デイリー,"['炭酸水', '安く']"
チャージのやり方を聞いたら、機械でやってくださいと言われましたが、丁寧でなく戸惑いました 。,サービス・設備,接客態度,"['チャージ', 'やり方', '機械', '丁寧', '戸惑い']"
レジの方も、品だしの方も皆さん感じが良くてほっとします あるスーパーのレジは、クーポンのやり取りで、まるで老害扱いのような対応をされることがあって、ドンキホーテは絶対そんな事がないので大好き❤️です 。,サービス・設備,接客態度,"['レジ', '品だし', '感じが良い', 'クーポン', '老害扱い', 'ドンキホーテ']"
このアプリでもHP上でもいいので各店舗のフロアマップがあると助かります 。,サービス・設備,店内レイアウト,['フロアマップ']
最近又通路がせまくなってるところが多々あります 通りづらく、商品も見にくい売り場もあります 。,サービス・設備,店内レイアウト,"['通路', 'せまい', '通りづらい', '商品', '見にくい', '売り場']"
ヨーグルトを安く買う事が出来て良かった 。,商品,デイリー,"['ヨーグルト', '安く買う']"
これからも工夫してください。,サービス・設備,店内レイアウト,['工夫']
クジしょっぱ過ぎない？１ポイントですら１年で５回も当たらんぞ？。,サービス・設備,商品在庫,"['クジ', 'ポイント', '当たらない']"
何処に何があるか地図の様なものを、置いて欲しい。,サービス・設備,店内レイアウト,"['地図', '置いて欲しい']"
前回もだけどレジが2人 待ち3人！レジの人増やして欲しい。,サービス・設備,レジ処理の速度,"['レジ', '待ち', '人増やす']"
今日は3箇所のレジ　すべて3～4人並んでいて結構時間がかかりました 。,サービス・設備,レジ処理の速度,"['レジ', '時間']"
メキシコ産の緩衝材でくるんだアボカドが美味しかったです 国産豚の切り落としを安く売ってほしいです 。,商品,デイリー,"['メキシコ産', '緩衝材', 'アボカド', '国産豚', '切り落とし', '安く売ってほしい']"
商品の価格が書いていないのがあって、近くに誰もスタッフも居ないので値段が聞けなかったので、表示価格を分かりやすくして頂けるとありがたいです 。,商品,商品知識,"['価格', '表示価格']"
トイレを増やして欲しい。あと、汚い,サービス・設備,トイレ設備,"['トイレ', '増やす', '汚い']"
配置が変わり少し見やすくなりました トイレットペーパーを溝の口店や蒲田店位の値段に下げて欲しい 。,サービス・設備,商品在庫,"['配置', '見やすい', 'トイレットペーパー', '溝の口店', '蒲田店', '値段', '下げる']"
従業員の方どなたも感じがよく対応してくださったので買い物が楽しかったです 。,サービス・設備,接客態度,"['従業員', '感じがよい', '対応']"
従業員全員がもう少し愛想良く対応してくれると気持ちよく買い物できる お菓子全般値上げしないで欲しい お菓子はドンキでしか買わないので 。,サービス・設備,接客態度,"['愛想良く', '対応', '買い物']"
初めて行きました 広くてドンキに来たなーと思いました 。,サービス・設備,店内レイアウト,"['広い', 'ドンキ']"
従業員のNさんは買った商品を雑に扱ったり対応がすごく悪かった昨日買った化粧品を使おうと開けたら不良品だったから電話したら誤りもしない最低だと思う。,商品,コスメ,"['従業員', 'Nさん', '買った商品', '雑に扱ったり', '対応が悪かった', '昨日買った', '化粧品', '使おうと開けたら', '不良品', '電話したら', '誤りもしない', '最低']"
ないわ。,商品,欠品,['ない']
毎回マジカアプリで購入 合計金額をギリギリの金額でチャージして購入している いつもはチャージ後に精算バーコードをピッとしてもらうが、今回は先にピッとされた （レジの人が先にと、、）後で、購入金額をチャージして、決済しようとしたら残高が足りませんとはじかれた 困ってもレジが並んでるからか店員は見てみぬふり しばらく待っても反映しなかったから、やっぱりチャージを先にしないと、ピッとしてはいけないのだと思う 困ったが、とりあえずポイントがかなりたまってたので、ポイント払いをしたので事なきを得たが、なんか損した気分 チャージのタイミングがうまく機械上できないのであれば、ピッとするタイミングを考えて欲しい 店員さん、淡々とレジをしている様子 お金がそんなにあるわけじゃないので、先に大きい金額をチャージ出来ない 店員名、レジのレシートは草田さんとなっています 。,サービス・設備,レジ処理の速度,"['マジカアプリ', 'チャージ', '精算バーコード', '残高不足', 'ポイント払い', '損した気分', 'チャージのタイミング', '店員さん', 'レシート']"
ビールにオマケがついていると買ってしまいます。,商品,フード＆ドリンク,"['ビール', 'オマケ']"
スティックサラダを作って欲しい。,サービス・設備,商品知識,"['スティックサラダ', '作って']"
ボタニスト系商品を安くして下さい 。,商品,ヘルスケア,"['ボタニスト', '商品', '安く']"
レジのKさんの対応がとても良かった。,サービス・設備,接客態度,"['レジ', 'Kさん', '対応', '良かった']"
従業員の人が親切でした❗。,サービス・設備,接客態度,"['従業員', '親切']"
レノアハピネスを安くして欲しい 。,商品,ホームグッズ,"['レノアハピネス', '安く']"
一度買って、気に入った品物が２～３日後には売り切れてます その後同じ品物が入荷されなくって残念です 人気の品物は継続して入荷して欲しいですね 。,商品,商品在庫,"['売り切れ', '入荷']"
「サントリー酸化防止剤無添加ワイン」は、いつも「濃い赤」だけが品切れなのですが、今日に限って、「濃い赤」だけが残ってました よく見ると、「濃い赤」だけが値上がりしてました 他は特売の値段で、値上げ前のままでした 今度からは他の店の値段も確認しようと思いました 。,商品,商品在庫,"['サントリー酸化防止剤無添加ワイン', '濃い赤', '品切れ', '値上がり', '特売', '値上げ']"
9月14日クーポンのチキンラーメンの値引きがされていなかったワンタンメンの方は手で20円ひいていましたがなぜなんでしょう。,商品,割引サービス,"['クーポン', 'チキンラーメン', '値引き', 'ワンタンメン', '手で20円ひいていました']"
アイスクリームを安くして欲しい❗️。,商品,デイリー,"['アイスクリーム', '安く']"
